,article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,detail_desc,extra_description,product_in_natural_language
416,791648001,Apron dress cord,Dress,Garment Full body,Solid,Dark Red,Blouses,"Short dungaree dress in stretch cotton corduroy with a chest pocket, buttons at the sides and adjustable straps with metal fasteners. Unlined.","The name of this product is Apron dress cord. It is a Garment Full body , more specifically it is a Dark Red     Blouses, Dress. The graphical appearance of the product is Solid","The name of this product is Apron dress cord. It is a Garment Full body , more specifically it is a Dark Red     Blouses, Dress. The graphical appearance of the product is Solid 
 More details: 
Short dungaree dress in stretch cotton corduroy with a chest pocket, buttons at the sides and adjustable straps with metal fasteners. Unlined."
417,561277001,PLUS Support 70 Den 1 p Tights,Underwear Tights,Socks & Tights,Solid,Black,Socks and Tights,"Semi-opaque tights that shape the tummy, thighs and calves while also encouraging blood circulation in the legs. Elasticated waist. 70 denier.","The name of this product is PLUS Support 70 Den 1 p Tights. It is a Socks & Tights , more specifically it is a Black     Socks and Tights, Underwear Tights. The graphical appearance of the product is Solid","The name of this product is PLUS Support 70 Den 1 p Tights. It is a Socks & Tights , more specifically it is a Black     Socks and Tights, Underwear Tights. The graphical appearance of the product is Solid 
 More details: 
Semi-opaque tights that shape the tummy, thighs and calves while also encouraging blood circulation in the legs. Elasticated waist. 70 denier."
418,506904001,Whisper dress,Dress,Garment Full body,All over pattern,Dark Blue,Jersey Fancy,"Dress in soft, patterned viscose jersey with narrow shoulder straps and a narrow elasticated seam at the waist. Gently bell-shaped skirt with an asymmetric hem.","The name of this product is Whisper dress. It is a Garment Full body , more specifically it is a Dark Blue     Jersey Fancy, Dress. The graphical appearance of the product is All over pattern","The name of this product is Whisper dress. It is a Garment Full body , more specifically it is a Dark Blue     Jersey Fancy, Dress. The graphical appearance of the product is All over pattern 
 More details: 
Dress in soft, patterned viscose jersey with narrow shoulder straps and a narrow elasticated seam at the waist. Gently bell-shaped skirt with an asymmetric hem."
419,605081002,2P SS PJ SOLID,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Light Pink,"Under-, Nightwear","All-in-one pyjamas in soft organic cotton jersey with press-studs down the front and at the crotch, short sleeves and short legs.","The name of this product is 2P SS PJ SOLID. It is a Nightwear , more specifically it is a Light Pink     Under-, Nightwear, Pyjama jumpsuit/playsuit. The graphical appearance of the product is All over pattern","The name of this product is 2P SS PJ SOLID. It is a Nightwear , more specifically it is a Light Pink     Under-, Nightwear, Pyjama jumpsuit/playsuit. The graphical appearance of the product is All over pattern 
 More details: 
All-in-one pyjamas in soft organic cotton jersey with press-studs down the front and at the crotch, short sleeves and short legs."
420,726183003,J DUNHAM TOP EQ,Top,Garment Upper body,All over pattern,Light Pink,Unknown,"Straight-cut top in jersey made from a modal and cotton blend with a V-neck and short, frill-trimmed sleeves.","The name of this product is J DUNHAM TOP EQ. It is a Garment Upper body , more specifically it is a Light Pink     Unknown, Top. The graphical appearance of the product is All over pattern","The name of this product is J DUNHAM TOP EQ. It is a Garment Upper body , more specifically it is a Light Pink     Unknown, Top. The graphical appearance of the product is All over pattern 
 More details: 
Straight-cut top in jersey made from a modal and cotton blend with a V-neck and short, frill-trimmed sleeves."
421,770816001,Robbie Tee 9.99:-,T-shirt,Garment Upper body,Colour blocking,Black,Jersey Fancy,T-shirt in soft cotton with contrasting colour panels along the shoulders and sleeves.,"The name of this product is Robbie Tee 9.99:-. It is a Garment Upper body , more specifically it is a Black     Jersey Fancy, T-shirt. The graphical appearance of the product is Colour blocking","The name of this product is Robbie Tee 9.99:-. It is a Garment Upper body , more specifically it is a Black     Jersey Fancy, T-shirt. The graphical appearance of the product is Colour blocking 
 More details: 
T-shirt in soft cotton with contrasting colour panels along the shoulders and sleeves."
422,547482001,Cousin Hood,Hoodie,Garment Upper body,Embroidery,Grey,Jersey Fancy,"Top in sweatshirt fabric with a lined drawstring hood, embroidered motif on the front and kangaroo pocket. Gently dropped shoulders, long sleeves, and ribbing at the cuffs and hem. Soft brushed inside.","The name of this product is Cousin Hood. It is a Garment Upper body , more specifically it is a Grey     Jersey Fancy, Hoodie. The graphical appearance of the product is Embroidery","The name of this product is Cousin Hood. It is a Garment Upper body , more specifically it is a Grey     Jersey Fancy, Hoodie. The graphical appearance of the product is Embroidery 
 More details: 
Top in sweatshirt fabric with a lined drawstring hood, embroidered motif on the front and kangaroo pocket. Gently dropped shoulders, long sleeves, and ribbing at the cuffs and hem. Soft brushed inside."
423,553932006,Ritz flip flop OL,Flip flop,Shoes,Stripe,Dark Green,Shoes,Flip-flops with fabric straps and fluted rubber soles.,"The name of this product is Ritz flip flop OL. It is a Shoes , more specifically it is a Dark Green     Shoes, Flip flop. The graphical appearance of the product is Stripe","The name of this product is Ritz flip flop OL. It is a Shoes , more specifically it is a Dark Green     Shoes, Flip flop. The graphical appearance of the product is Stripe 
 More details: 
Flip-flops with fabric straps and fluted rubber soles."
424,579941001,Dawn trousrer,Trousers,Garment Lower body,Solid,Green,Woven/Jersey/Knitted mix Baby,"Trousers in stretch cotton twill with an adjustable elasticated waist, front and back pockets and a fake fly with a press-stud.","The name of this product is Dawn trousrer. It is a Garment Lower body , more specifically it is a Green     Woven/Jersey/Knitted mix Baby, Trousers. The graphical appearance of the product is Solid","The name of this product is Dawn trousrer. It is a Garment Lower body , more specifically it is a Green     Woven/Jersey/Knitted mix Baby, Trousers. The graphical appearance of the product is Solid 
 More details: 
Trousers in stretch cotton twill with an adjustable elasticated waist, front and back pockets and a fake fly with a press-stud."
425,749665002,&DENIM Embrace denim shorts,Shorts,Garment Lower body,Denim,Black,Trousers Denim,"Short 5-pocket shorts in washed denim with worn details and a smart stretch function so that the shorts embrace the body for a comfortable and flattering fit. High waist, zip fly and skinny legs.","The name of this product is &DENIM Embrace denim shorts. It is a Garment Lower body , more specifically it is a Black     Trousers Denim, Shorts. The graphical appearance of the product is Denim","The name of this product is &DENIM Embrace denim shorts. It is a Garment Lower body , more specifically it is a Black     Trousers Denim, Shorts. The graphical appearance of the product is Denim 
 More details: 
Short 5-pocket shorts in washed denim with worn details and a smart stretch function so that the shorts embrace the body for a comfortable and flattering fit. High waist, zip fly and skinny legs."
426,740747001,Zeda Leggings,Leggings/Tights,Garment Lower body,All over pattern,Light Beige,Jersey Fancy,"Leggings in soft, patterned cotton jersey with an elasticated waist.","The name of this product is Zeda Leggings. It is a Garment Lower body , more specifically it is a Light Beige     Jersey Fancy, Leggings/Tights. The graphical appearance of the product is All over pattern","The name of this product is Zeda Leggings. It is a Garment Lower body , more specifically it is a Light Beige     Jersey Fancy, Leggings/Tights. The graphical appearance of the product is All over pattern 
 More details: 
Leggings in soft, patterned cotton jersey with an elasticated waist."
427,786579001,Charlotte lowback bra,Bra,Underwear,Solid,Black,"Under-, Nightwear","Strapless balconette bra in lace with underwired, padded cups that lift and shape the bust. Silicone trim at the top of the back, additional support at the sides and front, and a hook-and-eye fastening at the back. V-shaped back so that the bra can be worn under low-cut garments.","The name of this product is Charlotte lowback bra. It is a Underwear , more specifically it is a Black     Under-, Nightwear, Bra. The graphical appearance of the product is Solid","The name of this product is Charlotte lowback bra. It is a Underwear , more specifically it is a Black     Under-, Nightwear, Bra. The graphical appearance of the product is Solid 
 More details: 
Strapless balconette bra in lace with underwired, padded cups that lift and shape the bust. Silicone trim at the top of the back, additional support at the sides and front, and a hook-and-eye fastening at the back. V-shaped back so that the bra can be worn under low-cut garments."
428,719591002,Basic S/J Set,Garment Set,Garment Full body,All over pattern,Light Pink,Jersey Basic,"Two-piece set in soft, organic cotton jersey. Top with lapped shoulders and long sleeves. Trousers with an elasticated, drawstring waist and ribbed hems.","The name of this product is Basic S/J Set. It is a Garment Full body , more specifically it is a Light Pink     Jersey Basic, Garment Set. The graphical appearance of the product is All over pattern","The name of this product is Basic S/J Set. It is a Garment Full body , more specifically it is a Light Pink     Jersey Basic, Garment Set. The graphical appearance of the product is All over pattern 
 More details: 
Two-piece set in soft, organic cotton jersey. Top with lapped shoulders and long sleeves. Trousers with an elasticated, drawstring waist and ribbed hems."
429,664679001,Lion trouser,Trousers,Garment Lower body,Stripe,Black,Trousers,"Wide pull-on trousers in stripe-print viscose crêpe with an elasticated waist, pockets in the side seams and straight legs with a seam at the hems.","The name of this product is Lion trouser. It is a Garment Lower body , more specifically it is a Black     Trousers, Trousers. The graphical appearance of the product is Stripe","The name of this product is Lion trouser. It is a Garment Lower body , more specifically it is a Black     Trousers, Trousers. The graphical appearance of the product is Stripe 
 More details: 
Wide pull-on trousers in stripe-print viscose crêpe with an elasticated waist, pockets in the side seams and straight legs with a seam at the hems."
430,807506001,ELLE strawbag,Bag,Accessories,Embroidery,Light Beige,Accessories,Shopper in braided paper straw containing glittery threads. Embroidered motif on the front and two handles at the top with decorative tassels in neon colours. Contrasting colour lining. Depth 9.5 cm. Height 28 cm. Width 38 cm.,"The name of this product is ELLE strawbag. It is a Accessories , more specifically it is a Light Beige     Accessories, Bag. The graphical appearance of the product is Embroidery","The name of this product is ELLE strawbag. It is a Accessories , more specifically it is a Light Beige     Accessories, Bag. The graphical appearance of the product is Embroidery 
 More details: 
Shopper in braided paper straw containing glittery threads. Embroidered motif on the front and two handles at the top with decorative tassels in neon colours. Contrasting colour lining. Depth 9.5 cm. Height 28 cm. Width 38 cm."
431,698882006,Emma Basic Low BG,Sneakers,Shoes,Solid,Black,Shoes,Cotton canvas trainers with lacing at the front and a loop at the back. Canvas linings and insoles and fluted rubber soles.,"The name of this product is Emma Basic Low BG. It is a Shoes , more specifically it is a Black     Shoes, Sneakers. The graphical appearance of the product is Solid","The name of this product is Emma Basic Low BG. It is a Shoes , more specifically it is a Black     Shoes, Sneakers. The graphical appearance of the product is Solid 
 More details: 
Cotton canvas trainers with lacing at the front and a loop at the back. Canvas linings and insoles and fluted rubber soles."
432,839891002,LOGG Sydney Linen Dress,Dress,Garment Full body,Solid,Beige,Blouses,"Knee-length shirt dress in a linen and cotton weave with a collar, buttons down the front and a yoke with a pleat at the back. Flap chest pockets, 3/4-length sleeves with buttoned cuffs, a detachable tie belt at the waist, and slits in the sides. Unlined.","The name of this product is LOGG Sydney Linen Dress. It is a Garment Full body , more specifically it is a Beige     Blouses, Dress. The graphical appearance of the product is Solid","The name of this product is LOGG Sydney Linen Dress. It is a Garment Full body , more specifically it is a Beige     Blouses, Dress. The graphical appearance of the product is Solid 
 More details: 
Knee-length shirt dress in a linen and cotton weave with a collar, buttons down the front and a yoke with a pleat at the back. Flap chest pockets, 3/4-length sleeves with buttoned cuffs, a detachable tie belt at the waist, and slits in the sides. Unlined."
433,601126001,AMALIE bib dress,Dress,Garment Full body,Solid,Light Beige,Woven/Jersey/Knitted mix Baby,Baby Exclusive. Skirt in a textured organic cotton weave with an elasticated waist and adjustable straps that cross at the back.,"The name of this product is AMALIE bib dress. It is a Garment Full body , more specifically it is a Light Beige     Woven/Jersey/Knitted mix Baby, Dress. The graphical appearance of the product is Solid","The name of this product is AMALIE bib dress. It is a Garment Full body , more specifically it is a Light Beige     Woven/Jersey/Knitted mix Baby, Dress. The graphical appearance of the product is Solid 
 More details: 
Baby Exclusive. Skirt in a textured organic cotton weave with an elasticated waist and adjustable straps that cross at the back."
434,817115001,Geneva top,Top,Garment Upper body,Solid,Off White,Jersey Fancy,"Top in jersey with a small, draped stand-up collar and an opening with a button at the back of the neck. Short cap sleeves and a straight hem. Unlined.","The name of this product is Geneva top. It is a Garment Upper body , more specifically it is a Off White     Jersey Fancy, Top. The graphical appearance of the product is Solid","The name of this product is Geneva top. It is a Garment Upper body , more specifically it is a Off White     Jersey Fancy, Top. The graphical appearance of the product is Solid 
 More details: 
Top in jersey with a small, draped stand-up collar and an opening with a button at the back of the neck. Short cap sleeves and a straight hem. Unlined."
435,574801003,Ben fleece overall,Outdoor overall,Garment Full body,All over pattern,Green,Outdoor,"All-in-one suit in soft, thermal fleece with an all-over print, stand-up collar, zip down the front and raglan sleeves.","The name of this product is Ben fleece overall. It is a Garment Full body , more specifically it is a Green     Outdoor, Outdoor overall. The graphical appearance of the product is All over pattern","The name of this product is Ben fleece overall. It is a Garment Full body , more specifically it is a Green     Outdoor, Outdoor overall. The graphical appearance of the product is All over pattern 
 More details: 
All-in-one suit in soft, thermal fleece with an all-over print, stand-up collar, zip down the front and raglan sleeves."
436,834988001,Bag Albin colour block bumbag,Bag,Accessories,Colour blocking,Dark Beige,Accessories,"Small oval waist bag in a sturdy weave with an appliqué on the front, zip at the top and a zipped outer compartment. Adjustable waist belt with a metal fastener. Size approx. 3.5x12x19.5 cm.","The name of this product is Bag Albin colour block bumbag. It is a Accessories , more specifically it is a Dark Beige     Accessories, Bag. The graphical appearance of the product is Colour blocking","The name of this product is Bag Albin colour block bumbag. It is a Accessories , more specifically it is a Dark Beige     Accessories, Bag. The graphical appearance of the product is Colour blocking 
 More details: 
Small oval waist bag in a sturdy weave with an appliqué on the front, zip at the top and a zipped outer compartment. Adjustable waist belt with a metal fastener. Size approx. 3.5x12x19.5 cm."
437,900679001,Paradiset set.,Shorts,Garment Lower body,All over pattern,Dark Blue,Trousers,"Set with a sleeveless top and pair of shorts in an airy, viscose weave. Top with a round neckline, opening with a button at the back of the neck and tie-detail at the front hem. Shorts with wide elastication at the waist and side pockets.","The name of this product is Paradiset set.. It is a Garment Lower body , more specifically it is a Dark Blue     Trousers, Shorts. The graphical appearance of the product is All over pattern","The name of this product is Paradiset set.. It is a Garment Lower body , more specifically it is a Dark Blue     Trousers, Shorts. The graphical appearance of the product is All over pattern 
 More details: 
Set with a sleeveless top and pair of shorts in an airy, viscose weave. Top with a round neckline, opening with a button at the back of the neck and tie-detail at the front hem. Shorts with wide elastication at the waist and side pockets."
438,759409001,Blake Chelsea BG,Boots,Shoes,Solid,Black,Shoes,Chelsea boots in imitation leather with elastic gores in the sides and loops at the top. Fleece linings and insoles and chunky soles. Heel approx. 2 cm.,"The name of this product is Blake Chelsea BG. It is a Shoes , more specifically it is a Black     Shoes, Boots. The graphical appearance of the product is Solid","The name of this product is Blake Chelsea BG. It is a Shoes , more specifically it is a Black     Shoes, Boots. The graphical appearance of the product is Solid 
 More details: 
Chelsea boots in imitation leather with elastic gores in the sides and loops at the top. Fleece linings and insoles and chunky soles. Heel approx. 2 cm."
439,701695003,SKI MITTEN LONG.,Gloves,Accessories,All over pattern,Dark Blue,Accessories,"Ski mittens in windproof, water-repellent, functional fabric with folded seams, elastication at the wrists and top and reflective details. Plastic hook-and-eye fastening to keep the gloves together. Thinsulate™ lining. The mittens have a water-repellent coating without fluorocarbons.","The name of this product is SKI MITTEN LONG.. It is a Accessories , more specifically it is a Dark Blue     Accessories, Gloves. The graphical appearance of the product is All over pattern","The name of this product is SKI MITTEN LONG.. It is a Accessories , more specifically it is a Dark Blue     Accessories, Gloves. The graphical appearance of the product is All over pattern 
 More details: 
Ski mittens in windproof, water-repellent, functional fabric with folded seams, elastication at the wrists and top and reflective details. Plastic hook-and-eye fastening to keep the gloves together. Thinsulate™ lining. The mittens have a water-repellent coating without fluorocarbons."
440,772373001,SKINNY CHEAPO HOOK 79,Trousers,Garment Lower body,Denim,Blue,Trousers Denim,"Slim-fit jeans in washed, stretch denim with an adjustable elasticated waist, zip fly and button, front and back pockets, and narrow hems.","The name of this product is SKINNY CHEAPO HOOK 79. It is a Garment Lower body , more specifically it is a Blue     Trousers Denim, Trousers. The graphical appearance of the product is Denim","The name of this product is SKINNY CHEAPO HOOK 79. It is a Garment Lower body , more specifically it is a Blue     Trousers Denim, Trousers. The graphical appearance of the product is Denim 
 More details: 
Slim-fit jeans in washed, stretch denim with an adjustable elasticated waist, zip fly and button, front and back pockets, and narrow hems."
441,811907001,Sporty spice top,Bikini top,Swimwear,Other structure,Other Green,Swimwear,"Fully lined bikini top with removable inserts that shape the bust and provide good support. Narrow, adjustable shoulder straps and covered elastication at the hem. No fasteners.","The name of this product is Sporty spice top. It is a Swimwear , more specifically it is a Other Green     Swimwear, Bikini top. The graphical appearance of the product is Other structure","The name of this product is Sporty spice top. It is a Swimwear , more specifically it is a Other Green     Swimwear, Bikini top. The graphical appearance of the product is Other structure 
 More details: 
Fully lined bikini top with removable inserts that shape the bust and provide good support. Narrow, adjustable shoulder straps and covered elastication at the hem. No fasteners."
442,871376002,Kanye HW satin Trs,Trousers,Garment Lower body,Solid,Black,Trousers,"Trousers in satin with a high waist that has covered elastication and loops, one with a decorative D-ring. Diagonal side pockets, flap leg pockets with a tab and D-ring and long, tapered legs with covered elastication at the hems.","The name of this product is Kanye HW satin Trs. It is a Garment Lower body , more specifically it is a Black     Trousers, Trousers. The graphical appearance of the product is Solid","The name of this product is Kanye HW satin Trs. It is a Garment Lower body , more specifically it is a Black     Trousers, Trousers. The graphical appearance of the product is Solid 
 More details: 
Trousers in satin with a high waist that has covered elastication and loops, one with a decorative D-ring. Diagonal side pockets, flap leg pockets with a tab and D-ring and long, tapered legs with covered elastication at the hems."
443,733454001,Basic Girly Rib Leggings,Leggings/Tights,Garment Lower body,Solid,Light Pink,Jersey Basic,Leggings in ribbed organic cotton jersey with an elasticated waist and overlocked hems.,"The name of this product is Basic Girly Rib Leggings. It is a Garment Lower body , more specifically it is a Light Pink     Jersey Basic, Leggings/Tights. The graphical appearance of the product is Solid","The name of this product is Basic Girly Rib Leggings. It is a Garment Lower body , more specifically it is a Light Pink     Jersey Basic, Leggings/Tights. The graphical appearance of the product is Solid 
 More details: 
Leggings in ribbed organic cotton jersey with an elasticated waist and overlocked hems."
444,739590002,Timeles Cheeky Brief,Swimwear bottom,Swimwear,Solid,Black,Swimwear,Fully lined bikini bottoms with a low waist and cutaway coverage at the back.,"The name of this product is Timeles Cheeky Brief. It is a Swimwear , more specifically it is a Black     Swimwear, Swimwear bottom. The graphical appearance of the product is Solid","The name of this product is Timeles Cheeky Brief. It is a Swimwear , more specifically it is a Black     Swimwear, Swimwear bottom. The graphical appearance of the product is Solid 
 More details: 
Fully lined bikini bottoms with a low waist and cutaway coverage at the back."
445,750347001,&DENIM Shaping HW ancle patche,Trousers,Garment Lower body,Denim,Blue,Trousers Denim,"5-pocket, ankle-length jeans in washed denim with technical stretch that holds in and shapes the waist, thighs and bum while keeping the jeans in shape. High waist, zip fly and button and skinny legs.","The name of this product is &DENIM Shaping HW ancle patche. It is a Garment Lower body , more specifically it is a Blue     Trousers Denim, Trousers. The graphical appearance of the product is Denim","The name of this product is &DENIM Shaping HW ancle patche. It is a Garment Lower body , more specifically it is a Blue     Trousers Denim, Trousers. The graphical appearance of the product is Denim 
 More details: 
5-pocket, ankle-length jeans in washed denim with technical stretch that holds in and shapes the waist, thighs and bum while keeping the jeans in shape. High waist, zip fly and button and skinny legs."
446,630777017,Rich Tee,T-shirt,Garment Upper body,Embroidery,Black,Jersey Fancy,Straight-style T-shirt in soft cotton jersey with ribbing around the neckline.,"The name of this product is Rich Tee. It is a Garment Upper body , more specifically it is a Black     Jersey Fancy, T-shirt. The graphical appearance of the product is Embroidery","The name of this product is Rich Tee. It is a Garment Upper body , more specifically it is a Black     Jersey Fancy, T-shirt. The graphical appearance of the product is Embroidery 
 More details: 
Straight-style T-shirt in soft cotton jersey with ribbing around the neckline."
447,866468001,+ Tyra Shape Highwaist,Swimwear bottom,Swimwear,Solid,Dark Blue,Swimwear,"Fully lined bikini bottoms with a sculpting effect on the waist. High, V-shaped waist and medium coverage at the back.","The name of this product is + Tyra Shape Highwaist. It is a Swimwear , more specifically it is a Dark Blue     Swimwear, Swimwear bottom. The graphical appearance of the product is Solid","The name of this product is + Tyra Shape Highwaist. It is a Swimwear , more specifically it is a Dark Blue     Swimwear, Swimwear bottom. The graphical appearance of the product is Solid 
 More details: 
Fully lined bikini bottoms with a sculpting effect on the waist. High, V-shaped waist and medium coverage at the back."
448,785889001,Beanie Kaj Cable,Beanie,Accessories,Melange,Black,Accessories,Hat in a soft cable knit with a wide ribbed hem.,"The name of this product is Beanie Kaj Cable. It is a Accessories , more specifically it is a Black     Accessories, Beanie. The graphical appearance of the product is Melange","The name of this product is Beanie Kaj Cable. It is a Accessories , more specifically it is a Black     Accessories, Beanie. The graphical appearance of the product is Melange 
 More details: 
Hat in a soft cable knit with a wide ribbed hem."
449,651306001,EVA,Sweater,Garment Upper body,Melange,Light Beige,Knitwear,"Jumper in a soft, textured knit with long sleeves and ribbing around the neckline, cuffs and hem.","The name of this product is EVA. It is a Garment Upper body , more specifically it is a Light Beige     Knitwear, Sweater. The graphical appearance of the product is Melange","The name of this product is EVA. It is a Garment Upper body , more specifically it is a Light Beige     Knitwear, Sweater. The graphical appearance of the product is Melange 
 More details: 
Jumper in a soft, textured knit with long sleeves and ribbing around the neckline, cuffs and hem."
450,544918002,Richie Cardigan,Cardigan,Garment Upper body,Solid,Greenish Khaki,Jersey Fancy,"Cardigan in lightweight sweatshirt fabric with a lined hood, draped lapels and detachable tie belt at the waist. Side pockets, roll edges and an asymmetric hem that is longer at the front.","The name of this product is Richie Cardigan. It is a Garment Upper body , more specifically it is a Greenish Khaki     Jersey Fancy, Cardigan. The graphical appearance of the product is Solid","The name of this product is Richie Cardigan. It is a Garment Upper body , more specifically it is a Greenish Khaki     Jersey Fancy, Cardigan. The graphical appearance of the product is Solid 
 More details: 
Cardigan in lightweight sweatshirt fabric with a lined hood, draped lapels and detachable tie belt at the waist. Side pockets, roll edges and an asymmetric hem that is longer at the front."
451,840061002,Menorca linen dress,Dress,Garment Full body,Solid,Light Orange,Dresses Ladies,"Short dress in a soft linen and viscose weave with a collar, V-neck and buttons down the front. Short sleeves and a tapered waist with a detachable tie belt. Unlined.","The name of this product is Menorca linen dress. It is a Garment Full body , more specifically it is a Light Orange     Dresses Ladies, Dress. The graphical appearance of the product is Solid","The name of this product is Menorca linen dress. It is a Garment Full body , more specifically it is a Light Orange     Dresses Ladies, Dress. The graphical appearance of the product is Solid 
 More details: 
Short dress in a soft linen and viscose weave with a collar, V-neck and buttons down the front. Short sleeves and a tapered waist with a detachable tie belt. Unlined."
452,522678003,Art leather sneaker PQ,Sneakers,Shoes,Solid,White,Shoes,"Trainers with lacing at the front, leather linings and insoles and rubber soles.","The name of this product is Art leather sneaker PQ. It is a Shoes , more specifically it is a White     Shoes, Sneakers. The graphical appearance of the product is Solid","The name of this product is Art leather sneaker PQ. It is a Shoes , more specifically it is a White     Shoes, Sneakers. The graphical appearance of the product is Solid 
 More details: 
Trainers with lacing at the front, leather linings and insoles and rubber soles."
453,489217006,Carolina Boot,Boots,Shoes,Solid,Dark Red,Shoes,"Ankle boots in imitation suede with lacing at the front, a loop at the back, pile linings and insoles and chunky rubber soles. Heel 3.5 cm.","The name of this product is Carolina Boot. It is a Shoes , more specifically it is a Dark Red     Shoes, Boots. The graphical appearance of the product is Solid","The name of this product is Carolina Boot. It is a Shoes , more specifically it is a Dark Red     Shoes, Boots. The graphical appearance of the product is Solid 
 More details: 
Ankle boots in imitation suede with lacing at the front, a loop at the back, pile linings and insoles and chunky rubber soles. Heel 3.5 cm."
454,802490002,The Highline high waist,Swimwear bottom,Swimwear,All over pattern,Dark Grey,Swimwear,"Fully lined, waist-high bikini bottoms with a high cut at the back.","The name of this product is The Highline high waist. It is a Swimwear , more specifically it is a Dark Grey     Swimwear, Swimwear bottom. The graphical appearance of the product is All over pattern","The name of this product is The Highline high waist. It is a Swimwear , more specifically it is a Dark Grey     Swimwear, Swimwear bottom. The graphical appearance of the product is All over pattern 
 More details: 
Fully lined, waist-high bikini bottoms with a high cut at the back."
455,903090001,Beamer dress,Dress,Garment Full body,Solid,Light Yellow,Blouses,"Fitted, knee-length cold shoulder dress in a Tencel™ lyocell weave with narrow, adjustable shoulder straps that cross at the back. Wide, double-layered flounce with covered elastication at the top that continues over the sleeves. Short, cotton-lined puff sleeves with concealed elastication for added volume. Concealed zip in one side and a slit at the back. Lined at the top.","The name of this product is Beamer dress. It is a Garment Full body , more specifically it is a Light Yellow     Blouses, Dress. The graphical appearance of the product is Solid","The name of this product is Beamer dress. It is a Garment Full body , more specifically it is a Light Yellow     Blouses, Dress. The graphical appearance of the product is Solid 
 More details: 
Fitted, knee-length cold shoulder dress in a Tencel™ lyocell weave with narrow, adjustable shoulder straps that cross at the back. Wide, double-layered flounce with covered elastication at the top that continues over the sleeves. Short, cotton-lined puff sleeves with concealed elastication for added volume. Conceale"
456,821771002,Brenda DEAL set,Shorts,Garment Lower body,Front print,Black,Jersey Fancy,"Set with a T-shirt in cotton jersey and pair of shorts in sweatshirt fabric made from a cotton blend. Printed T-shirt with a round neckline and rounded hem. Shorts with elasticated ribbing and a drawstring at the waist, text print and rounded hems.","The name of this product is Brenda DEAL set. It is a Garment Lower body , more specifically it is a Black     Jersey Fancy, Shorts. The graphical appearance of the product is Front print","The name of this product is Brenda DEAL set. It is a Garment Lower body , more specifically it is a Black     Jersey Fancy, Shorts. The graphical appearance of the product is Front print 
 More details: 
Set with a T-shirt in cotton jersey and pair of shorts in sweatshirt fabric made from a cotton blend. Printed T-shirt with a round neckline and rounded hem. Shorts with elasticated ribbing and a drawstring at the waist, text print and rounded hems."
457,876125001,Twist jumpsuit,Jumpsuit/Playsuit,Garment Full body,Solid,Black,Dresses Ladies,"Ankle-length jumpsuit in jersey with a V-neck and twisted detail with a draped effect and cut-out section at the top. Narrow, adjustable shoulder straps, a seam at the waist and wide, straight legs. Unlined.","The name of this product is Twist jumpsuit. It is a Garment Full body , more specifically it is a Black     Dresses Ladies, Jumpsuit/Playsuit. The graphical appearance of the product is Solid","The name of this product is Twist jumpsuit. It is a Garment Full body , more specifically it is a Black     Dresses Ladies, Jumpsuit/Playsuit. The graphical appearance of the product is Solid 
 More details: 
Ankle-length jumpsuit in jersey with a V-neck and twisted detail with a draped effect and cut-out section at the top. Narrow, adjustable shoulder straps, a seam at the waist and wide, straight legs. Unlined."
458,518091001,Alva padded 2pk,Bra,Underwear,Melange,Dark Grey,"Under-, Nightwear","Soft nursing bras in organic cotton jersey with lightly padded, opening cups with space for nursing pads. Slightly wider adjustable shoulder straps and a fastening at the back with three pairs of hooks and eyes.","The name of this product is Alva padded 2pk. It is a Underwear , more specifically it is a Dark Grey     Under-, Nightwear, Bra. The graphical appearance of the product is Melange","The name of this product is Alva padded 2pk. It is a Underwear , more specifically it is a Dark Grey     Under-, Nightwear, Bra. The graphical appearance of the product is Melange 
 More details: 
Soft nursing bras in organic cotton jersey with lightly padded, opening cups with space for nursing pads. Slightly wider adjustable shoulder straps and a fastening at the back with three pairs of hooks and eyes."
459,780719001,Premium Animal softie,Slippers,Shoes,Solid,Beige,Shoes,Suede slippers with embroidery and a print motif on the front and elastication around the top. Pile linings and insoles and soft soles.,"The name of this product is Premium Animal softie. It is a Shoes , more specifically it is a Beige     Shoes, Slippers. The graphical appearance of the product is Solid","The name of this product is Premium Animal softie. It is a Shoes , more specifically it is a Beige     Shoes, Slippers. The graphical appearance of the product is Solid 
 More details: 
Suede slippers with embroidery and a print motif on the front and elastication around the top. Pile linings and insoles and soft soles."
460,633960005,Lipbalm Lisa,Fine cosmetics,Cosmetic,Solid,Light Green,Accessories,Moisturising lip balm in a plastic pot with a lid. 3.7 g.,"The name of this product is Lipbalm Lisa. It is a Cosmetic , more specifically it is a Light Green     Accessories, Fine cosmetics. The graphical appearance of the product is Solid","The name of this product is Lipbalm Lisa. It is a Cosmetic , more specifically it is a Light Green     Accessories, Fine cosmetics. The graphical appearance of the product is Solid 
 More details: 
Moisturising lip balm in a plastic pot with a lid. 3.7 g."
