"article_id","prod_name","product_type_name","product_group_name","graphical_appearance_name","colour_group_name","garment_group_name","detail_desc"
"0892850001","Malva dress","Dress","Garment Full body","Solid","Dark Red","Dresses Ladies","Sleeveless, knee-length dress in woven fabric with a collar and a V-neck opening with a concealed button at the front. Seam at the waist and a belt with metal D-rings. Unlined."
"0375585001","Sigge shorts","Trousers","Garment Lower body","Melange","Grey","Jersey Basic","Shorts in sweatshirt fabric with an elasticated drawstring waist, side pockets, one back pocket and raw-edge hems."
"0510968001","Alisa Midi Skirt","Skirt","Garment Lower body","Solid","Light Turquoise","Trousers","Lace skirt with an elasticated waist. Lined."
"0550384002","Valerie Lace top","Blouse","Garment Upper body","Solid","Red","Blouses","Top in a viscose crêpe blend with lace trims. Narrow shoulder straps, V-neck at the front and short slits in the sides."
"0676283001","Caruso satchel","Bag","Accessories","Solid","Black","Accessories","Shoulder bag in grained imitation leather with a flap with a metal fastener, narrow, detachable shoulder strap and an inner tab with press-studs. One open inner compartment and one zipped compartment. Lined. Size approx. 5x21x33 cm."
"0536656001","Elite","Blazer","Garment Upper body","Solid","Black","Dressed","Jacket in woven fabric with a wrapover front with a concealed fastening on the inside and tab with a metal fastener at one side. Welt front pockets with a flap, a slit at the cuffs and a single back vent. Lined."
"0595440008","Mike 2-p s/l pj BB","Pyjama set","Nightwear","Stripe","Light Green","Under-, Nightwear","Pyjamas in soft cotton jersey. T-shirt top with a print motif. Shorts with an elasticated waist."
"0849586004","Kristin dress","Dress","Garment Full body","All over pattern","Off White","Jersey Fancy","Calf-length dress in stretch, patterned mesh. Draped bodice with pleats at the sides, a seam at the waist and raw edges at the cuffs and hem. Jersey-lined bodice and jersey underskirt."
"0743730003","Reef s/s tee","T-shirt","Garment Upper body","Front print","Dark Blue","Jersey Fancy","T-shirt in printed cotton jersey with a round, ribbed neckline."
"0645699001","Finlandia Culotte","Trousers","Garment Lower body","Stripe","Blue","Trousers","Striped, 3/4-length trousers in a cotton and linen weave with an elasticated drawstring waist, side pockets and straight, wide legs."
"0696128001","W AERO DRESS CNY","Dress","Garment Full body","Solid","Red","Unknown","Short dress in a crêpe weave with a stand-up collar, an opening with covered buttons at the back of the neck and long sleeves with covered buttons at the cuffs. Narrow elasticated seam at the waist and a skirt with a sewn-in wrapover and flounced trim. Unlined."
"0654263005","Leyla pants","Trousers","Garment Lower body","Melange","Grey","Jersey Fancy","Marled joggers in a soft, fine-knit viscose blend with an elasticated drawstring waist, side pockets and ribbed hems. Wide waistband for a more comfortable fit."
"0806388018","Therese tee","T-shirt","Garment Upper body","Solid","Purple","Jersey Basic","Wide T-shirt in soft cotton jersey with a ribbed neckline."
"0658601005","TP Daniel 3-p boxer SB","Underwear bottom","Underwear","Solid","Black","Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
"0874027001","Josh set","Shirt","Garment Upper body","All over pattern","Light Blue","Shirts","Set with a short-sleeved shirt and pair of shorts in a cotton weave. Shirt with a collar, buttons down the front and a gently rounded hem. Shorts with an elasticated, drawstring waist, fake fly, side pockets and a back pocket."
"0633814002","Lilly","Dress","Garment Full body","All over pattern","Light Beige","Dresses Ladies","Knee-length dress in a patterned weave with dropped shoulders, short flounced sleeves and a detachable tie belt at the waist. Concealed zip and  a hook-and-eye fastener at the back, wide skirt with a sewn-in wrapover and decorative flounce and a seam and wide flounce at the hem. Unlined."
"0737598001","CE Opal dress","Dress","Garment Full body","Solid","Light Red","Special Offers","CONSCIOUS EXCLUSIVE. Maxi dress in crinkled chiffon and recycled polyester with a deep V-neck at the front and a halterneck that fastens with long, wide ties at the back. Concealed zip in one side, asymmetric seams at the waist and a wide, heavily draping voluminous skirt. The skirt has vertical flounces for width and movement, a high slit at the front and a seam and wide flounce at the hem. Recycled polyester lining."
"0575156013","FREJA 3-PACK","T-shirt","Garment Upper body","Solid","Dark Blue","Jersey Basic","Long-sleeved tops in soft organic cotton jersey."
"0824646001","JIMMY SHORTS","Shorts","Garment Lower body","All over pattern","Grey","Jersey Fancy","Shorts in soft cotton jersey with an elasticated, drawstring waist and side pockets."
"0684021084","Wow printed tee 6.99","T-shirt","Garment Upper body","Placement print","Light Grey","Jersey Fancy","T-shirt in soft cotton jersey with a round neckline and a print motif."
"0740512002","JANET blanket scarf","Scarf","Accessories","Check","Dark Grey","Accessories","Large scarf in a soft weave with fringes on the short sides."
"0602673025","BIGGIE bomber","Jacket","Garment Upper body","Solid","Dark Grey","Outdoor","Bomber jacket in woven fabric with a ribbed stand-up collar and zip down the front. Zipped chest pocket, pockets in the side seams, an inner pocket with a press-stud, and ribbing at the cuffs and hem. Lined."
"0859743006","Coachella brazilian 2p","Underwear bottom","Underwear","Solid","Light Pink","Under-, Nightwear","Brazilian briefs in lace with a V-shaped, mid waist, lined gusset and high cut at the back."
"0608013008","Moto ISW19","Dress","Garment Full body","Solid","Light Yellow","Dresses Ladies","Long bandeau dress in an airy weave with draping and a silicone trim at the top and support panels in the bodice. Detachable, adjustable shoulder straps and a concealed zip at the back. Lined."
"0930285001","Chip Sweater 14.99:-","Sweater","Garment Upper body","Placement print","Grey","Jersey Fancy","Long-sleeved top in soft cotton sweatshirt fabric with a text print front and back and ribbing around the neckline, cuffs and hem. Soft brushed inside."
"0672759001","PLUS SKINNY LINED","Trousers","Garment Lower body","Denim","Blue","Trousers Denim","5-pocket slim-fit jeans in stretch denim with an adjustable, elasticated waist, zip fly and button, and narrow hems. Soft jersey lining for extra warmth."
"0746300013","EAGLE JOGGER","Trousers","Garment Lower body","Treatment","Dark Grey","Jersey Fancy","Joggers in washed sweatshirt fabric with an elasticated, drawstring waist, zipped side pockets and tapered legs with decorative stitching at the knees and ribbed hems."
"0762261003","Pablo sweatshirt","Sweater","Garment Upper body","Placement print","Light Pink","Jersey Fancy","Long-sleeved top in soft sweatshirt fabric with a text motif, dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside."
"0874961005","TC - TEXTILE MARKER FC","Marker pen","Stationery","Solid","Yellow","Unknown","Textile marker that allows you to decorate your fabric odds and ends and give them a unique and personal design. Add some style to your canvas trainers, fabric bag or T-shirt. Available in several colours. How to use: 1. Let the marker do the work and allow your creativity to flow. 2. Leave the ink to set for at least 24 hours so that it is totally fixed and wash-proof. 3. Can’t wait for 24 hours? Iron it."
"0854988001","MC Pete plisse dress","Dress","Garment Full body","Solid","Green","Jersey Fancy","Sleeveless, knee-length dress in pleated jersey with a sheen. Round neckline with a V-shaped opening and decorative bar-shaped bead at the back, an elasticated seam and detachable tie belt at the waist, and a laser-cut hem. Unlined."
"0798303005","SW Milton UV set","Swimsuit","Swimwear","All over pattern","Light Blue","Accessories","Swim trousers and top in UV-protective fabric. Top with long raglan sleeves and a small collar. Trousers with an elasticated drawstring waist and lined front. UPF 50."
"0852257004","New York fancy crew","Sweater","Garment Upper body","Sequin","Off White","Jersey Fancy","Top in sweatshirt fabric made from a cotton blend with a decoration on the front. Dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Slightly longer at the back."
"0729006002","PQ Micaela Waistbelt","Belt","Accessories","Solid","Black","Accessories","Waist belt with a metal buckle. The belt narrows at the ends. Width 2-4 cm."
"0429313006","Charlotte SP Andes","Bra","Underwear","Solid","Dark Red","Under-, Nightwear","Super push-up lace bra with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
"0617133007","Mila knitted top","Sweater","Garment Upper body","Solid","Red","Knitwear","Fitted jumper in an airy rib knit with a collar, frill-trimmed button placket and short, frill-trimmed sleeves."
"0627214001","NICOLE SWEATER","Sweater","Garment Upper body","Melange","Grey","Knitwear","Cable-knit jumper in lightweight cotton with ribbing around the neckline, cuffs and hem."
"0522803001","Fox padded idro","Bra","Underwear","Solid","Black","Under-, Nightwear","Underwired lace bra with moulded, lightly padded cups that shape the bust and provide good support. Narrow, adjustable shoulder straps and a hook-and-eye fastening at the back."
"0624070004","JOLLY","Sweater","Garment Upper body","Sequin","Dark Blue","Knitwear","Knitted jumper with a motif on the front, long sleeves and ribbing around the neckline, cuffs and hem."
"0462435035","6P Tanktop Body","Bodysuit","Garment Upper body","Solid","Dark Red","Jersey Basic","Sleeveless bodysuits in soft organic cotton jersey with press-studs at the crotch."
"0695544002","Pluto slacks RW","Trousers","Garment Lower body","Solid","Greenish Khaki","Trousers","Ankle-length cigarette trousers in stretch satin made from a cotton blend with a zip fly, concealed hook-and-eye fasteners and a regular waist with concealed elastication. Side pockets, fake welt back pockets and tapered legs with creases."
"0787049001","Scar Coat","Jacket","Garment Upper body","Solid","Greenish Khaki","Outdoor","Double-breasted coat in soft, felted fabric containing some wool with notch lapels and flap front pockets. Long sleeves with decorative buttons at the cuffs and a single, high-cut back vent. Lined."
"0871977001","Pool sweater","Sweater","Garment Upper body","Melange","Grey","Knitwear","Jumper in a soft, rib knit with a collar, zip at the top and short sleeves."
"0827349001","CS December","Dress","Garment Full body","Sequin","Black","Dresses Ladies","Short dress in airy chiffon with sequined embroidery, a V-neck at the back and 3/4-length sleeves. Seam at the waist and a concealed zip at the back. Lined."
"0657644001","MC Johanna","Trousers","Garment Lower body","Solid","Black","Trousers","Trousers in slightly stretchy, sturdy satin with an elasticated waist, zip and concealed hook-and-eye fastening. Tapered legs with decorative seams and a slit at the hems."
"0512631001","OL DALLAS PQ","Boots","Shoes","Solid","Black","Shoes","Leather ankle boots with a decorative welt seam round the soles, lacing at the front and a visible zip at the back. Fabric linings and insoles and chunky rubber soles. Heel 11 cm."
"0851927001","Sienna l/s dress","Dress","Garment Full body","Stripe","Dark Blue","Jersey Fancy","Long-sleeved dress in sturdy jersey made from a cotton blend with a round neckline and zip at the back. Side pockets and a seam at the waist with a detachable, braided belt in imitation suede."
"0583425001","Robin 3pk Anchor","Underwear bottom","Underwear","All over pattern","Dark Blue","Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, short legs, an elasticated waist and lined front."
"0858288001","Masie cardigan","Cardigan","Garment Upper body","Melange","Light Grey","Knitwear","Cardigan in soft, fine-knit cotton with a textured-knit pattern, buttons down the front and ribbing around the neckline, opening, cuffs and hem."
"0773720002","Premium LIA silk shirt","Shirt","Garment Upper body","Solid","Off White","Unknown","Shirt in softly draping silk crêpe with a collar, concealed buttons down the front and a yoke with a pleat at the back. Buttoned cuffs and a rounded hem. Longer at the back."
"0743483004","Nicolaus","Dress","Garment Full body","Solid","Black","Dresses Ladies","Short, V-neck dress in an airy, crinkled weave with a flounce-trimmed neckline, short butterfly sleeves and an elasticated seam at the waist. Lined."
"0749806001","Scarf Keychain","Other accessories","Accessories","All over pattern","Red","Accessories","Handbag accessory in the shape of a tied scarf in a patterned weave with a metal keyring and carabiner hook. Length approx. 34 cm."
"0555487003","Mandarine Lang!","Shirt","Garment Upper body","Solid","White","Unknown","Shirt in premium cotton with a grandad collar, classic front and chest pocket. Long sleeves with buttoned cuffs, and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
"0790304003","NICK jogger","Trousers","Garment Lower body","Colour blocking","Dark Green","Jersey Fancy","Slim-fit joggers in lightweight sweatshirt fabric made from a cotton blend. Elasticated drawstring waist, pockets in the side seams, a back pocket and tapered legs with ribbed hems. Soft brushed inside."
"0552904002","Solar AOP","Jacket","Garment Upper body","All over pattern","Black","Outdoor","Short kimono in woven fabric with dropped shoulders, wide 3/4-length sleeves and slits in the sides. No fasteners."
"0689014007","Brooklyn cargo trousers TP","Trousers","Garment Lower body","Solid","Dark Blue","Trousers","Cargo trousers in stretch cotton twill with an elasticated drawstring waist and fake fly. Side pockets, flap leg pockets with a hook and loop fastening and fake back pockets. Tapered legs with shaping seams at the knees and ribbed hems."
"0682253001","STELLA SCARF","Scarf","Accessories","Solid","Black","Accessories","Scarf in a soft jacquard weave with fringes on the short sides. Size 68x180 cm."
"0863946001","Briony dress","Dress","Garment Full body","Solid","Black","Dresses Ladies","Calf-length dress in a cotton weave with broderie anglaise on the front of the bodice and down the sleeves. Round neckline, a small opening with a button at the back of the neck and short puff sleeves with smocking and a narrow frill trim at the hems. Seam with a small frill trim at the waist, and gathered tiers on the skirt for added width. Slightly longer at the back. Unlined."
"0551045062","Printed Hood 24.99","Hoodie","Garment Upper body","Front print","Dark Blue","Jersey Fancy","Long-sleeved top in sweatshirt fabric with a lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Brushed inside."
"0796567002","MAY top","T-shirt","Garment Upper body","Application/3D","Light Pink","Jersey Fancy","A-line top in soft slub cotton jersey with a narrow trim around the neckline and sewn-on chiffon bow at the top. Short puff sleeves with elastication and a small frill trim."
"0617119002","LILLY BG beanie SPEED","Hat/beanie","Accessories","Solid","Black","Accessories","Hat in a soft, fine knit with faux fur pompoms at the top and embroidery on the turned-up hem."
"0658748001","Tyson jogger","Trousers","Garment Lower body","Solid","Greenish Khaki","Trousers","Joggers in stretch cotton twill with an elasticated drawstring waist, side pockets, a fake back pocket and flap leg pockets with a hook and loop fastening. Tapered legs with decorative seams and elasticated hems."
"0699570003","Samantha padded abeline(1)","Bra","Underwear","Solid","White","Under-, Nightwear","Soft, non-wired bra in microfibre and lace with lightly padded triangular cups that give the bust a natural shape and provide light support. Narrow adjustable shoulder straps and a hook-and-eye fastening at the back."
"0816736001","X-mas sock 3-p","Socks","Socks & Tights","All over pattern","Red","Socks and Tights","Socks in a soft, jacquard-knit cotton blend with elasticated tops."
"0696178018","JENS PIQUE TOP PRODUCT","Polo shirt","Garment Upper body","Solid","Light Red","Jersey Fancy","Short-sleeved polo shirt in cotton piqué with a collar, button placket and small embroidery detail on the chest. Straight-cut hem with short slits in the sides. Slightly longer at the back."
"0651327002","BURN OUT TEE","T-shirt","Garment Upper body","All over pattern","Light Pink","Jersey Fancy","Jersey T-shirt in a cotton blend with a burnout pattern."
"0914672001","Flirty Himla necklace(1)","Necklace","Accessories","Solid","Gold","Accessories","Two-strand necklace in metal chains of various designs, one with leaf-shaped pendants and the other with a round, hammered pendant. Adjustable length."
"0532954002","Small thin hoops","Earring","Accessories","Solid","Gold","Accessories","Thin metal hoop earrings. Diameter 6 cm."
"0552826025","Beetle beanie","Hat/beanie","Accessories","Stripe","Light Pink","Accessories","Double-layered hat in a soft rib knit with a sewn-in turn-up at the hem with a small fabric appliqué on the front."
"0533388007","Dean Tech Tee","Top","Garment Upper body","Solid","Dark Blue","Jersey Fancy","Running top in fast-drying, breathable functional fabric with short raglan sleeves, hole-patterned sections at the sides and reflective details."
"0735751004","Milan Fringe","Jacket","Garment Upper body","Solid","Dark Pink","Outdoor","Long-sleeved cardigan in a fine knit with fringing. No fasteners."
"0453309008","SB JAKE basic board shorts","Swimwear bottom","Swimwear","Stripe","Orange","Swimwear","Swim shorts with an elasticated drawstring waist. Soft mesh inner shorts."
"0906183001","DIV+ Pamela HW","Trousers","Garment Lower body","Denim","Blue","Unknown","Ankle-length jeans in washed cotton denim. High, elasticated paper bag waist with a small frill trim, two buttons, a zip fly, side and back pockets, and tapered legs."
"0630823001","OLIVE LINEN TEE","T-shirt","Garment Upper body","Solid","Black","Jersey Fancy","Round-necked T-shirt in airy linen jersey."
"0785364002","Pearl stockings","Underwear Tights","Socks & Tights","All over pattern","Beige","Under-, Nightwear","Tights with an elasticated waist."
"0258650001","Berlin boot","Boots","Shoes","Solid","Black","Shoes","Ankle boots in imitation suede with elastic gores in the sides, fabric linings and insoles and rubber soles. Heel 6.5 cm."
"0909320002","Key chelsea boot","Boots","Shoes","Solid","Black","Shoes","Chelsea boots with elastic gores in the sides and chunky soles. Linings in satin made from recycled polyester and insoles in imitation leather. Heel 5.5 cm."
"0870328002","Rooney Dress","Dress","Garment Full body","Solid","Dark Green","Dresses Ladies","Short dress in airy, crinkled plumeti chiffon. Wide neckline with a small opening and drawstring at the front, and long sleeves with a flounced trim at the cuffs. Narrow, elasticated seam at the waist and a seam with a wide flounce at the hem. Jersey lining."
"0708729006","EQ TERRIER TEE","T-shirt","Garment Upper body","Placement print","White","Unknown","Short, wide T-shirt in soft cotton jersey. Short sleeves with sewn-in turn-ups."
"0714343003","ELLINOR NG","Night gown","Nightwear","All over pattern","White","Under-, Nightwear","Nightdress in soft, patterned cotton jersey with short, elasticated raglan sleeves and an elasticated neckline."
"0691548001","Gold digger sequin dress","Dress","Garment Full body","Sequin","Black","Dresses Ladies","Knee-length, fitted dress in sequin-embroidered lace with a round neckline and open section at the back with a button at the back of the neck. Long sleeves and a scalloped edge at the cuffs and hem. Jersey lining."
"0898300002","3PCS hood set","Garment Set","Garment Full body","Solid","Dark Blue","Jersey Basic","Set with a zip-through hoodie, top and joggers in soft, organic cotton. Long-sleeved, zip-through hoodie in sweatshirt fabric with a jersey-lined hood, zip with a chin guard and ribbing at the cuffs and hem. Soft brushed inside. Long-sleeved top in jersey with narrow ribbing around the neckline. Joggers in sweatshirt fabric with a ribbed, drawstring waist and ribbed hems. Soft brushed inside."
"0520175004","5-p Cecilia shaftless","Socks","Socks & Tights","Other pattern","Light Turquoise","Socks and Tights","Trainer socks in a soft, fine-knit cotton blend."
"0544254002","NEVADA","Sweater","Garment Upper body","All over pattern","Black","Jersey Fancy","Jumper in a soft, jacquard-knit cotton blend with long sleeves and ribbing around the neckline, cuffs and hem."
"0487052001","7-pack WEEKDAY anklesock SB","Socks","Socks & Tights","Placement print","Dark Blue","Socks and Tights","Fine-knit ankle socks in a cotton blend with wide elastication at the top."
"0635450002","Lazette straw bag","Bag","Accessories","Solid","Light Beige","Accessories","Braided straw bag with two handles at the top and an inner compartment with a press-stud. Lined. Size 32x21x25 cm."
"0721225001","Flirty Santa Studpack","Earring","Accessories","Solid","Red","Accessories","Metal earrings in different designs. Length approx. 4 cm."
"0477515014","Emma 3-p terry SG","Socks","Socks & Tights","Other pattern","Dark Red","Socks and Tights","Jacquard-knit socks in a soft cotton blend with terry inside."
"0856806001","Lychee emb ang","Dress","Garment Full body","Solid","White","Dresses Ladies","Short dress in a cotton weave with broderie anglaise. Sweetheart neckline with narrow elastication at the back, and covered buttons down the front. Short puff sleeves with covered elastication around the shoulders and hems. Concealed zip in one side, a seam at the waist that is elasticated at the back, and a gently flared skirt with a wide flounce at the hem. Partly lined."
"0745869001","Johnston jacquard slim blz","Blazer","Garment Upper body","Jacquard","Dark Blue","Dressed","Single-breasted jacket in a jacquard weave with a slight sheen. Peak lapels, a chest pocket, welt front pockets with a flap and three inner pockets, one with a button. Fastening with one covered button at the front, decorative buttons at the cuffs and a single back vent. Lined. Slim fit that tapers at the chest and waist which, combined with slightly narrower sleeves, creates a fitted silhouette."
"0554056002","TYRA HOOD EMBR","Hoodie","Garment Upper body","Embroidery","Grey","Jersey Fancy","Wide hooded top in sweatshirt fabric with embroidered appliqués and a drawstring at the top. Low dropped shoulders, long sleeves with sewn-in turn-ups, and a raw-edge hem. Soft brushed inside."
"0620076004","ROSA 4.99","T-shirt","Garment Upper body","Solid","Other Pink","Jersey Basic","Top in organic cotton jersey with narrow elastication around the neckline and short raglan sleeves."
"0691683001","TOBI LOW PJ SET","Pyjama set","Nightwear","Solid","Dark Red","Under-, Nightwear","Pyjamas with a T-shirt and shorts. T-shirt in cotton jersey. Shorts in jersey made from a viscose and cotton blend with an elasticated waist, fake fly and side pockets."
"0804507002","Johan basic sneakers CNY","Sneakers","Shoes","Solid","Light Orange","Shoes","Trainers in imitation leather with a hook and loop fastening at the front. Fabric linings and insoles and patterned rubber soles."
"0798548002","Pringle body","Bodysuit","Garment Upper body","Solid","White","Jersey Fancy","Fitted body in ribbed jersey with a square neckline, short sleeves and press-studs at the crotch."
"0663463002","Ace Shorts","Shorts","Garment Lower body","Solid","Black","Jersey Fancy","Shorts in sweatshirt fabric with striped ribbing and a drawstring at the waist, side pockets and a zipped back pocket."
"0559482011","Fia 2-p kneehigh BG","Socks","Socks & Tights","Other pattern","Grey","Socks and Tights","Fine-knit socks in a soft cotton blend with a shaft that finishes at the knee."
"0611569008","North blouse","Blouse","Garment Upper body","Solid","Black","Blouses","Blouse in an airy weave with a stand-up collar, zip at the back and long, wide sleeves with wide, buttoned cuffs."
"0816832004","carly v-neck","Sweater","Garment Upper body","Solid","Dark Beige","Under-, Nightwear","Jumper in a soft, fine, airy knit with a V-neck and long raglan sleeves. Ribbing around the neckline, cuffs and hem, and short slits in the sides. Slightly longer at the back."
"0696972001","2-PACK Jane 3/4 legg","Leggings/Tights","Garment Lower body","All over pattern","White","Jersey Fancy","3/4-length leggings in soft cotton jersey with an elasticated waist."
"0605978001","Lucky Bralette","Bra","Underwear","Solid","Black","Under-, Nightwear","Bralette in ribbed jersey with a decorative tie and underwired, mesh-lined cups that give the bust a natural shape and provide light support. Narrow adjustable shoulder straps and a wide hook-and-eye fastening at the back."
"0544627006","Shake","Skirt","Garment Lower body","Jacquard","Dark Blue","Skirts","Short, high-waisted skirt in a textured weave with pleats at the top, a zip at the back and side pockets."
"0739393002","Sunglasses Gio","Sunglasses","Accessories","Metallic","Silver","Accessories","Sunglasses with metal and plastic frames and UV-protective, tinted lenses."
"0428071011","Ophelia L/S","Top","Garment Upper body","Melange","Black","Jersey Basic","Fitted off-the-shoulder top in ribbed jersey with elastication around the top and long sleeves."
"0550744004","Blanca frill","Sweater","Garment Upper body","Melange","Light Pink","Knitwear","Jumper in a soft, fine-knit viscose blend with frills on the sleeves."
"0593457002","Rhianna sandal BG","Sandals","Shoes","Solid","Yellowish Brown","Shoes","Imitation suede sandals with braiding at the top, an adjustable ankle strap with a hook and loop fastener, and a loop at the back. Imitation leather insoles and rubber soles."
"0566799005","Shaftless solid 5p","Socks","Socks & Tights","Solid","Dark Blue","Socks and Tights","Fine-knit trainer socks in a soft cotton blend."
"0882034001","Carlito Sneaker","Sneakers","Shoes","Solid","White","Shoes","Trainers in imitation leather with lacing at the front and a glittery, lightly padded edge at the back. Imitation leather linings and insoles and fluted soles."
"0707261001","GLOVE SKI FANCY","Gloves","Accessories","All over pattern","Black","Accessories","Ski gloves in windproof, water-repellent, functional fabric with rubber palm sections and reflective details. Adjustable tabs, elastication and ribbing at the top. Thinsulate™ lining. The gloves have a water-repellent coating without fluorocarbons."
"0774552009","PQ GRACE SILK MIX TANK","Sweater","Garment Upper body","Solid","Beige","Knitwear","Vest top in airy, ribbed jersey made from a soft silk and viscose blend with a low-cut neckline at the back."
"0833989001","Flirty Supper hoop pk","Earring","Accessories","Solid","Gold","Accessories","Metal hoop earrings in various sizes and designs. Length from 1 cm to 3.5 cm."
"0893351001","JORDAN F&F DRESS","Dress","Garment Full body","All over pattern","White","Dresses Ladies","Short, sleeveless dress in sturdy, slightly crinkled jersey. Straight cut at the top with a small frill trim, gentle draping over the bust and narrow shoulder straps with a bow. Lined bust. The polyester content of the dress is partly recycled."
"0809521003","Milla sockboot","Boots","Shoes","Solid","Light Beige","Shoes","Sock boots in imitation suede with a soft elasticated shaft and covered heels. Imitation leather insoles. Heel 8 cm."
"0752551001","Karli Straw Hat","Hat/brim","Accessories","Solid","Yellowish Brown","Accessories","Hat in braided paper straw with a wide fabric band. Width of brim 8.5 cm."
"0825109006","Tapered Premiumprice(1)","Trousers","Garment Lower body","Denim","Blue","Trousers Denim","5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button, and tapered legs. The jeans are made partly from recycled cotton."
"0728826004","ES DETROIT CALISTA jumper","Sweater","Garment Upper body","Solid","Pink","Knitwear","Long-sleeved jumper in a fine-knit viscose blend with a round neckline, sewn-on decorative bow at the top and ribbing around the neckline, cuffs and hem."
"0611768001","Zlatan V5","Jacket","Garment Upper body","Solid","Dark Blue","Outdoor",""
"0737060001","Disco","Sweater","Garment Upper body","Solid","Dark Beige","Knitwear","Jumper in a soft, fine knit containing some wool with a polo neck, dropped shoulders, long sleeves and a straight hem with slits in the sides. Slightly longer at the back. The jumper is made partly from recycled polyester."
"0578023001","LOGG Lima denim shirt","Shirt","Garment Upper body","Denim","Light Blue","Blouses","Shirt in soft washed denim with a collar, contrasting-colour press-studs down the front and at the cuffs, flap chest pockets with a button and seams on the shoulders and back. Rounded hem."
"0611151001","Madison petite","Trousers","Garment Lower body","Denim","Dark Blue","Trousers","5-pocket jeans in stretch denim with a high waist, zip fly and button, and skinny legs."
"0675918001","Nico Jacquard sweater","Sweater","Garment Upper body","Jacquard","Dark Blue","Knitwear","Jumper in a soft, jacquard-knit cotton blend containing some wool with wide ribbing at the cuffs and hem."
"0880782001","Class Pence Necklace","Necklace","Accessories","Solid","Gold","Accessories","Thin metal chain necklace with a rod-shaped pendant. Adjustable length, 42-49 cm."
"0796010002","Crawford CK Sweater","Sweater","Garment Upper body","Application/3D","Black","Knitwear","Jumper in a soft, fine knit decorated with plastic beads at the top of the front. Low dropped shoulders and long sleeves."
"0612636003","Rosie felthat","Hat/brim","Accessories","Solid","Beige","Accessories","Hat in felted wool. Width of brim 9.5 cm."
"0615182007","Lotta Blouse","Blouse","Garment Upper body","All over pattern","Light Pink","Blouses","V-neck blouse in an airy, patterned weave with a smocked seam under the bust and long sleeves with smocking at the cuffs. Partly lined."
"0485591001","Cole cotton blouse","Blouse","Garment Upper body","Solid","White","Blouses","Sleeveless blouse in a soft cotton weave with a stand-up collar with a pleated edge. Pin tucks and pearly buttons at the top and a narrow, adjustable tie belt at the waist."
"0930058001","Alabama Backbow Sweater","Sweater","Garment Upper body","Solid","Grey","Knitwear","Shorter jumper in a fine knit containing some wool with a round, ribbed neckline and long, wide sleeves with ribbing at the cuffs. Cut out section at the back with sewn-on ties at the back of the hem."
"0788006001","J Blossom lace","Dress","Garment Full body","Lace","Black","Dresses Ladies","Short dress in lace made from recycled polyester with a scallop-trimmed V-neck. Concealed zip at the back, long sleeves, and a seam at the waist. Lined."
"0677840002","Li fancy highwaist brief 2pk","Underwear bottom","Underwear","Solid","Light Pink","Under-, Nightwear","Briefs in organic cotton jersey with lace details, a high waist, lined gusset and full coverage at the back. Gathers in the sides for best fit over the tummy."
"0928125001","Fairfax PU","Trousers","Garment Lower body","Treatment","Black","Trousers","Trousers in imitation leather. High waist with belt loops, a zip fly and press-studs and slim, ankle-length legs. Front pockets with a lining made from recycled polyester."
"0590360001","Dre decorated jkt","Jacket","Garment Upper body","Embroidery","Black","Unknown","Imitation leather biker jacket decorated with metal studs and embroidered flowers. Diagonal zip, press-studs on the notch lapels, shoulder tabs and zips at the cuffs. Front pockets, zipped side pockets and one inner pocket with a concealed press-stud. Lined."
"0814113001","Michael playful HT SB","Sneakers","Shoes","Application/3D","Other Red","Shoes","Hi-tops in printed imitation leather with a padded top edge, a hook and loop tab and elasticated lacing at the front, and a loop at the back. Mesh linings and insoles and fluted soles."
"0749268002","Jogger Cuffed","Trousers","Garment Lower body","Denim","Blue","Trousers Denim","Pull-on jeans in stretch, supersoft denim in a loose fit with an elasticated drawstring waist. Fake fly, side pockets, a back pocket, and elasticated hems."
"0698426001","Henry Shorts","Shorts","Garment Lower body","Solid","Other Pink","Trousers","Shorts in a cotton weave with an adjustable, elasticated waist, fly with a press-stud, side pockets and fake welt back pockets."
"0760223001","MUFFY v-neck knot tee","T-shirt","Garment Upper body","Slub","Black","Jersey Fancy","Short-sleeved sports top in fast-drying jersey with a V-neck and a tie detail at the hem. Slightly longer at the back."
"0801803004","Henry Belt Shorts","Shorts","Garment Lower body","All over pattern","Light Beige","Trousers","Shorts in an airy cotton weave with an adjustable, elasticated waist, pleats at the front and detachable, soft tie belt. Fake fly with a press-stud, side pockets and fake welt back pockets."
"0808389002","Sanna HT SG","Sneakers","Shoes","Solid","Light Blue","Shoes","Hi-tops with a hook and loop tab at the top and elasticated lacing at the front. Mesh insoles and fluted soles."
"0572857003","EQ Boar tank","Vest top","Garment Upper body","All over pattern","Black","Unknown","Vest top in patterned cotton jersey."
